trigger_class,rt,prior,workerid,slide_number_in_experiment,question_type,prior_fact,Answer.time_in_minutes,trigger,short_trigger,content,response,block,american,comments,language,age,trial
C,15477,high_prior,293,30,projective,Charley lives in Mexico,10.475583333333333,pretend,pretend,charley,0.22,block1,Yes,no comments,english,33,26
C,20609,high_prior,293,32,ai,Tony really likes to party with his friends,10.475583333333333,prove,prove,tony,0.21999999999999997,block2,Yes,no comments,english,33,27
MC,40077,NA,293,33,ai,Many children like ice cream,10.475583333333333,MC,MC,kids,0,block2,Yes,no comments,english,33,28
C,11860,low_prior,293,34,ai,Zoe is 5 years old,10.475583333333333,discover,discover,zoe,1,block2,Yes,no comments,english,33,29
C,8900,low_prior,293,35,ai,Danny is a diabetic,10.475583333333333,acknowledge,acknowledge,danny,1,block2,Yes,no comments,english,33,30
C,6200,high_prior,293,36,ai,Isabella is from Argentina,10.475583333333333,reveal,reveal,isabella,1,block2,Yes,no comments,english,33,31
C,5259,low_prior,293,37,ai,Frank is allergic to cats,10.475583333333333,hear,hear,frank,1,block2,Yes,no comments,english,33,32
C,7162,high_prior,293,38,ai,Emma is in law school,10.475583333333333,suggest,suggest,emma,0.74,block2,Yes,no comments,english,33,33
C,5624,high_prior,293,39,ai,Sophia is a hipster,10.475583333333333,see,see,sophia,1,block2,Yes,no comments,english,33,34
C,8042,high_prior,293,40,ai,Emily has been saving for a year,10.475583333333333,say,say,emily,0.30000000000000004,block2,Yes,no comments,english,33,35
C,6940,low_prior,293,41,ai,Jayden doesn't have a driver's license,10.475583333333333,admit,admit,jayden,0.35,block2,Yes,no comments,english,33,36
C,7486,low_prior,293,42,ai,Julian is German,10.475583333333333,establish,establish,julian,0.29000000000000004,block2,Yes,no comments,english,33,37
C,8008,low_prior,293,43,ai,Owen lives in New Orleans,10.475583333333333,confess,confess,owen,0.5,block2,Yes,no comments,english,33,38
MC,4097,NA,293,44,ai,Ballet is a type of dance,10.475583333333333,MC,MC,ballet,0,block2,Yes,no comments,english,33,39
MC,4688,NA,293,45,ai,Hats are worn on the head,10.475583333333333,MC,MC,hat,0,block2,Yes,no comments,english,33,40
MC,3389,NA,293,46,ai,Pizza is sold at the pizzeria,10.475583333333333,MC,MC,pizza,0,block2,Yes,no comments,english,33,41
C,6183,high_prior,293,47,ai,Charley lives in Mexico,10.475583333333333,pretend,pretend,charley,1,block2,Yes,no comments,english,33,42
C,5845,low_prior,293,48,ai,Mia is a nun,10.475583333333333,announce,announce,mia,0.25,block2,Yes,no comments,english,33,43
C,4237,low_prior,293,49,ai,Grace hates her sister,10.475583333333333,know,know,grace,1,block2,Yes,no comments,english,33,44
MC,4171,NA,293,50,ai,Garages are used to store cars and other things,10.475583333333333,MC,MC,garage,0,block2,Yes,no comments,english,33,45
C,5916,high_prior,293,51,ai,Josh is a 5-year old boy,10.475583333333333,be_annoyed,be_annoyed,josh,1,block2,Yes,no comments,english,33,46
C,5122,high_prior,293,52,ai,Olivia works the third shift,10.475583333333333,confirm,confirm,olivia,0.22999999999999998,block2,Yes,no comments,english,33,47
C,11204,high_prior,293,53,ai,Josie loves France,10.475583333333333,demonstrate,demonstrate,josie,0.74,block2,Yes,no comments,english,33,48
MC,3594,NA,293,54,ai,Muffins are sold at the bakery,10.475583333333333,MC,MC,muffins,0,block2,Yes,no comments,english,33,49
C,5232,high_prior,293,55,ai,Jon lives 2 blocks away from work,10.475583333333333,inform,inform,jon,1,block2,Yes,no comments,english,33,50
C,4831,low_prior,293,56,ai,Jackson is obese,10.475583333333333,think,think,jackson,1,block2,Yes,no comments,english,33,51
C,5285,low_prior,293,57,ai,Mary is a middle school student,10.475583333333333,be_right,be_right,mary,0.18000000000000005,block2,Yes,no comments,english,33,52
C,35123,low_prior,294,5,ai,Julian is German,17.939133333333334,confess,confess,julian,0.98,block1,Yes,None,English,29,1
C,40450,low_prior,294,6,ai,Sophia is a high end fashion model,17.939133333333334,pretend,pretend,sophia,0.040000000000000036,block1,Yes,None,English,29,2
MC,18294,NA,294,7,ai,Ballet is a type of dance,17.939133333333334,MC,MC,ballet,0.030000000000000027,block1,Yes,None,English,29,3
MC,239006,NA,294,8,ai,Hats are worn on the head,17.939133333333334,MC,MC,hat,0.020000000000000018,block1,Yes,None,English,29,4
C,17502,low_prior,294,9,ai,Danny is a diabetic,17.939133333333334,establish,establish,danny,0.030000000000000027,block1,Yes,None,English,29,5
C,11271,high_prior,294,10,ai,Jon lives 2 blocks away from work,17.939133333333334,know,know,jon,0.020000000000000018,block1,Yes,None,English,29,6
C,15138,low_prior,294,11,ai,Emma is in first grade,17.939133333333334,say,say,emma,0.010000000000000009,block1,Yes,None,English,29,7
MC,13589,NA,294,12,ai,Pizza is sold at the pizzeria,17.939133333333334,MC,MC,pizza,0.06999999999999995,block1,Yes,None,English,29,8
C,13176,low_prior,294,13,ai,Jayden doesn't have a driver's license,17.939133333333334,inform,inform,jayden,0.040000000000000036,block1,Yes,None,English,29,9
C,13338,low_prior,294,14,ai,Jackson is obese,17.939133333333334,confirm,confirm,jackson,0.010000000000000009,block1,Yes,None,English,29,10
C,23555,high_prior,294,15,ai,Charley lives in Mexico,17.939133333333334,acknowledge,acknowledge,charley,0.99,block1,Yes,None,English,29,11
C,14666,high_prior,294,16,ai,Mia is a college student,17.939133333333334,be_right,be_right,mia,0.030000000000000027,block1,Yes,None,English,29,12
C,24532,high_prior,294,17,ai,Emily has been saving for a year,17.939133333333334,be_annoyed,be_annoyed,emily,0.95,block1,Yes,None,English,29,13
MC,11689,NA,294,18,ai,Garages are used to store cars and other things,17.939133333333334,MC,MC,garage,0.010000000000000009,block1,Yes,None,English,29,14
C,14707,high_prior,294,19,ai,Mary is taking a prenatal yoga class,17.939133333333334,demonstrate,demonstrate,mary,0.99,block1,Yes,None,English,29,15
C,10691,low_prior,294,20,ai,Grace hates her sister,17.939133333333334,admit,admit,grace,1,block1,Yes,None,English,29,16
C,11619,high_prior,294,21,ai,Zoe is a math major,17.939133333333334,reveal,reveal,zoe,0.96,block1,Yes,None,English,29,17
C,77482,high_prior,294,22,ai,Isabella is from Argentina,17.939133333333334,hear,hear,isabella,0.99,block1,Yes,None,English,29,18
MC,9194,NA,294,23,ai,Many children like ice cream,17.939133333333334,MC,MC,kids,0.020000000000000018,block1,Yes,None,English,29,19
MC,18169,NA,294,24,ai,Muffins are sold at the bakery,17.939133333333334,MC,MC,muffins,0.020000000000000018,block1,Yes,None,English,29,20
C,17874,low_prior,294,25,ai,Frank is allergic to cats,17.939133333333334,discover,discover,frank,1,block1,Yes,None,English,29,21
C,15343,low_prior,294,26,ai,Owen lives in New Orleans,17.939133333333334,see,see,owen,0.99,block1,Yes,None,English,29,22
C,23272,high_prior,294,27,ai,Olivia works the third shift,17.939133333333334,suggest,suggest,olivia,0.99,block1,Yes,None,English,29,23
C,19787,low_prior,294,28,ai,Josie doesn't have a passport,17.939133333333334,think,think,josie,0.32999999999999996,block1,Yes,None,English,29,24
C,13809,high_prior,294,29,ai,Tony really likes to party with his friends,17.939133333333334,prove,prove,tony,0.42000000000000004,block1,Yes,None,English,29,25
C,26563,high_prior,294,30,ai,Josh is a 5-year old boy,17.939133333333334,announce,announce,josh,0.9299999999999999,block1,Yes,None,English,29,26
C,18469,high_prior,294,32,projective,Josh is a 5-year old boy,17.939133333333334,announce,announce,josh,0.94,block2,Yes,None,English,29,27
C,6226,low_prior,294,33,projective,Owen lives in New Orleans,17.939133333333334,see,see,owen,0.98,block2,Yes,None,English,29,28
C,6437,high_prior,294,34,projective,Jon lives 2 blocks away from work,17.939133333333334,know,know,jon,0.96,block2,Yes,None,English,29,29
MC,9068,NA,294,35,projective,Ballet is a type of dance,17.939133333333334,MC,MC,ballet,0.01,block2,Yes,None,English,29,30
MC,7588,NA,294,36,projective,Many children like ice cream,17.939133333333334,MC,MC,kids,0.03,block2,Yes,None,English,29,31
MC,13101,NA,294,37,projective,Pizza is sold at the pizzeria,17.939133333333334,MC,MC,pizza,0.03,block2,Yes,None,English,29,32
C,19752,high_prior,294,38,projective,Mia is a college student,17.939133333333334,be_right,be_right,mia,0.02,block2,Yes,None,English,29,33
C,5359,high_prior,294,39,projective,Olivia works the third shift,17.939133333333334,suggest,suggest,olivia,0.04,block2,Yes,None,English,29,34
C,36908,low_prior,294,40,projective,Frank is allergic to cats,17.939133333333334,discover,discover,frank,0.99,block2,Yes,None,English,29,35
C,3995,low_prior,294,41,projective,Jayden doesn't have a driver's license,17.939133333333334,inform,inform,jayden,0.99,block2,Yes,None,English,29,36
MC,3283,NA,294,42,projective,Garages are used to store cars and other things,17.939133333333334,MC,MC,garage,0,block2,Yes,None,English,29,37
C,8754,high_prior,294,43,projective,Tony really likes to party with his friends,17.939133333333334,prove,prove,tony,0.3,block2,Yes,None,English,29,38
C,5001,low_prior,294,44,projective,Jackson is obese,17.939133333333334,confirm,confirm,jackson,0.42,block2,Yes,None,English,29,39
C,7414,high_prior,294,45,projective,Charley lives in Mexico,17.939133333333334,acknowledge,acknowledge,charley,0.98,block2,Yes,None,English,29,40
C,5952,high_prior,294,46,projective,Isabella is from Argentina,17.939133333333334,hear,hear,isabella,0.96,block2,Yes,None,English,29,41
MC,4457,NA,294,47,projective,Muffins are sold at the bakery,17.939133333333334,MC,MC,muffins,0.01,block2,Yes,None,English,29,42
C,5148,low_prior,294,48,projective,Emma is in first grade,17.939133333333334,say,say,emma,0.16,block2,Yes,None,English,29,43
MC,3706,NA,294,49,projective,Hats are worn on the head,17.939133333333334,MC,MC,hat,0,block2,Yes,None,English,29,44
C,7341,high_prior,294,50,projective,Emily has been saving for a year,17.939133333333334,be_annoyed,be_annoyed,emily,0.98,block2,Yes,None,English,29,45
C,8523,low_prior,294,51,projective,Grace hates her sister,17.939133333333334,admit,admit,grace,0.96,block2,Yes,None,English,29,46
C,3493,low_prior,294,52,projective,Sophia is a high end fashion model,17.939133333333334,pretend,pretend,sophia,0.6,block2,Yes,None,English,29,47
C,4779,high_prior,294,53,projective,Zoe is a math major,17.939133333333334,reveal,reveal,zoe,0.99,block2,Yes,None,English,29,48
C,3312,high_prior,294,54,projective,Mary is taking a prenatal yoga class,17.939133333333334,demonstrate,demonstrate,mary,0.95,block2,Yes,None,English,29,49
C,5089,low_prior,294,55,projective,Julian is German,17.939133333333334,confess,confess,julian,0.96,block2,Yes,None,English,29,50
C,5644,low_prior,294,56,projective,Danny is a diabetic,17.939133333333334,establish,establish,danny,0.22,block2,Yes,None,English,29,51
C,7944,low_prior,294,57,projective,Josie doesn't have a passport,17.939133333333334,think,think,josie,0.32,block2,Yes,None,English,29,52
MC,6872,NA,295,5,projective,Muffins are sold at the bakery,3.5292333333333334,MC,MC,muffins,0.05,block1,Yes,NA,english,33,1
C,9649,low_prior,295,6,projective,Julian is German,3.5292333333333334,admit,admit,julian,0.04,block1,Yes,NA,english,33,2
C,8041,low_prior,295,7,projective,Mary is a middle school student,3.5292333333333334,suggest,suggest,mary,0.34,block1,Yes,NA,english,33,3
C,4978,high_prior,295,8,projective,Jackson is training for a marathon,3.5292333333333334,see,see,jackson,0.21,block1,Yes,NA,english,33,4
C,2475,low_prior,295,9,projective,Tony has been sober for 20 years,3.5292333333333334,say,say,tony,0.08,block1,Yes,NA,english,33,5
C,1382,high_prior,295,10,projective,Olivia works the third shift,3.5292333333333334,acknowledge,acknowledge,olivia,0.15,block1,Yes,NA,english,33,6
C,1441,high_prior,295,11,projective,Josh is a 5-year old boy,3.5292333333333334,discover,discover,josh,0.23,block1,Yes,NA,english,33,7
C,7382,high_prior,295,12,projective,Jayden's car is in the shop,3.5292333333333334,think,think,jayden,0.2,block1,Yes,NA,english,33,8
MC,2444,NA,295,13,projective,Hats are worn on the head,3.5292333333333334,MC,MC,hat,0.26,block1,Yes,NA,english,33,9
MC,1159,NA,295,14,projective,Ballet is a type of dance,3.5292333333333334,MC,MC,ballet,0.27,block1,Yes,NA,english,33,10
C,1052,high_prior,295,15,projective,Emma is in law school,3.5292333333333334,confess,confess,emma,0.28,block1,Yes,NA,english,33,11
MC,1097,NA,295,16,projective,Many children like ice cream,3.5292333333333334,MC,MC,kids,0.33,block1,Yes,NA,english,33,12
C,1611,high_prior,295,17,projective,Danny loves cake,3.5292333333333334,confirm,confirm,danny,0.37,block1,Yes,NA,english,33,13
C,1153,low_prior,295,18,projective,Isabella is a vegetarian,3.5292333333333334,be_annoyed,be_annoyed,isabella,0.39,block1,Yes,NA,english,33,14
C,1302,high_prior,295,19,projective,Sophia is a hipster,3.5292333333333334,demonstrate,demonstrate,sophia,0.3,block1,Yes,NA,english,33,15
MC,1439,NA,295,20,projective,Garages are used to store cars and other things,3.5292333333333334,MC,MC,garage,0.34,block1,Yes,NA,english,33,16
C,2685,low_prior,295,21,projective,Grace hates her sister,3.5292333333333334,hear,hear,grace,0.37,block1,Yes,NA,english,33,17
C,1131,low_prior,295,22,projective,Owen lives in New Orleans,3.5292333333333334,inform,inform,owen,0.35,block1,Yes,NA,english,33,18
C,866,low_prior,295,23,projective,Charley lives in Korea,3.5292333333333334,reveal,reveal,charley,0.42,block1,Yes,NA,english,33,19
C,1012,low_prior,295,24,projective,Zoe is 5 years old,3.5292333333333334,announce,announce,zoe,0.41,block1,Yes,NA,english,33,20
C,1391,high_prior,295,25,projective,Frank has always wanted a pet,3.5292333333333334,establish,establish,frank,0.39,block1,Yes,NA,english,33,21
MC,1232,NA,295,26,projective,Pizza is sold at the pizzeria,3.5292333333333334,MC,MC,pizza,0.42,block1,Yes,NA,english,33,22
C,1054,low_prior,295,27,projective,Mia is a nun,3.5292333333333334,know,know,mia,0.41,block1,Yes,NA,english,33,23
C,1954,low_prior,295,28,projective,Emily never has any money,3.5292333333333334,be_right,be_right,emily,0.44,block1,Yes,NA,english,33,24
C,1163,high_prior,295,29,projective,Jon lives 2 blocks away from work,3.5292333333333334,prove,prove,jon,0.37,block1,Yes,NA,english,33,25
C,2441,high_prior,295,30,projective,Josie loves France,3.5292333333333334,pretend,pretend,josie,0.38,block1,Yes,NA,english,33,26
MC,9593,NA,295,32,ai,Many children like ice cream,3.5292333333333334,MC,MC,kids,0.29000000000000004,block2,Yes,NA,english,33,27
C,3394,high_prior,295,33,ai,Frank has always wanted a pet,3.5292333333333334,establish,establish,frank,0.22999999999999998,block2,Yes,NA,english,33,28
C,1265,low_prior,295,34,ai,Zoe is 5 years old,3.5292333333333334,announce,announce,zoe,0.30000000000000004,block2,Yes,NA,english,33,29
MC,1240,NA,295,35,ai,Garages are used to store cars and other things,3.5292333333333334,MC,MC,garage,0.24,block2,Yes,NA,english,33,30
C,1764,low_prior,295,36,ai,Grace hates her sister,3.5292333333333334,hear,hear,grace,0.21999999999999997,block2,Yes,NA,english,33,31
C,830,low_prior,295,37,ai,Owen lives in New Orleans,3.5292333333333334,inform,inform,owen,0.26,block2,Yes,NA,english,33,32
C,884,high_prior,295,38,ai,Jayden's car is in the shop,3.5292333333333334,think,think,jayden,0.27,block2,Yes,NA,english,33,33
MC,849,NA,295,39,ai,Muffins are sold at the bakery,3.5292333333333334,MC,MC,muffins,0.27,block2,Yes,NA,english,33,34
C,1113,low_prior,295,40,ai,Charley lives in Korea,3.5292333333333334,reveal,reveal,charley,0.28,block2,Yes,NA,english,33,35
C,922,high_prior,295,41,ai,Danny loves cake,3.5292333333333334,confirm,confirm,danny,0.27,block2,Yes,NA,english,33,36
C,1004,high_prior,295,42,ai,Sophia is a hipster,3.5292333333333334,demonstrate,demonstrate,sophia,0.25,block2,Yes,NA,english,33,37
C,948,low_prior,295,43,ai,Emily never has any money,3.5292333333333334,be_right,be_right,emily,0.32999999999999996,block2,Yes,NA,english,33,38
C,1504,high_prior,295,44,ai,Jackson is training for a marathon,3.5292333333333334,see,see,jackson,0.26,block2,Yes,NA,english,33,39
C,2119,high_prior,295,45,ai,Josh is a 5-year old boy,3.5292333333333334,discover,discover,josh,0.30000000000000004,block2,Yes,NA,english,33,40
C,743,high_prior,295,46,ai,Emma is in law school,3.5292333333333334,confess,confess,emma,0.29000000000000004,block2,Yes,NA,english,33,41
MC,817,NA,295,47,ai,Hats are worn on the head,3.5292333333333334,MC,MC,hat,0.33999999999999997,block2,Yes,NA,english,33,42
C,1064,high_prior,295,48,ai,Jon lives 2 blocks away from work,3.5292333333333334,prove,prove,jon,0.32999999999999996,block2,Yes,NA,english,33,43
C,1023,high_prior,295,49,ai,Josie loves France,3.5292333333333334,pretend,pretend,josie,0.30000000000000004,block2,Yes,NA,english,33,44
C,1389,low_prior,295,50,ai,Tony has been sober for 20 years,3.5292333333333334,say,say,tony,0.31999999999999995,block2,Yes,NA,english,33,45
MC,884,NA,295,51,ai,Pizza is sold at the pizzeria,3.5292333333333334,MC,MC,pizza,0.28,block2,Yes,NA,english,33,46
C,1916,low_prior,295,52,ai,Julian is German,3.5292333333333334,admit,admit,julian,0.30000000000000004,block2,Yes,NA,english,33,47
C,1210,high_prior,295,53,ai,Olivia works the third shift,3.5292333333333334,acknowledge,acknowledge,olivia,0.28,block2,Yes,NA,english,33,48
C,984,low_prior,295,54,ai,Mia is a nun,3.5292333333333334,know,know,mia,0.28,block2,Yes,NA,english,33,49
C,1382,low_prior,295,55,ai,Mary is a middle school student,3.5292333333333334,suggest,suggest,mary,0.29000000000000004,block2,Yes,NA,english,33,50
MC,1180,NA,295,56,ai,Ballet is a type of dance,3.5292333333333334,MC,MC,ballet,0.31000000000000005,block2,Yes,NA,english,33,51
C,954,low_prior,295,57,ai,Isabella is a vegetarian,3.5292333333333334,be_annoyed,be_annoyed,isabella,0.31999999999999995,block2,Yes,NA,english,33,52
C,31268,low_prior,296,5,projective,Grace hates her sister,17.041216666666667,confirm,confirm,grace,0,block1,Yes,NA,English,43,1
C,27068,low_prior,296,6,projective,Josh is a 75-year old man,17.041216666666667,acknowledge,acknowledge,josh,1,block1,Yes,NA,English,43,2
MC,16950,NA,296,7,projective,Garages are used to store cars and other things,17.041216666666667,MC,MC,garage,0,block1,Yes,NA,English,43,3
C,35680,high_prior,296,8,projective,Jon lives 2 blocks away from work,17.041216666666667,prove,prove,jon,0.23,block1,Yes,NA,English,43,4
C,29878,high_prior,296,9,projective,Josie loves France,17.041216666666667,announce,announce,josie,0.78,block1,Yes,NA,English,43,5
C,39306,low_prior,296,10,projective,Danny is a diabetic,17.041216666666667,inform,inform,danny,0.94,block1,Yes,NA,English,43,6
C,21005,high_prior,296,11,projective,Tony really likes to party with his friends,17.041216666666667,establish,establish,tony,0,block1,Yes,NA,English,43,7
MC,18979,NA,296,12,projective,Pizza is sold at the pizzeria,17.041216666666667,MC,MC,pizza,0,block1,Yes,NA,English,43,8
C,17726,high_prior,296,13,projective,Emma is in law school,17.041216666666667,think,think,emma,0,block1,Yes,NA,English,43,9
C,27449,high_prior,296,14,projective,Jackson is training for a marathon,17.041216666666667,say,say,jackson,0.89,block1,Yes,NA,English,43,10
C,16414,low_prior,296,15,projective,Frank is allergic to cats,17.041216666666667,discover,discover,frank,1,block1,Yes,NA,English,43,11
C,26499,low_prior,296,16,projective,Zoe is 5 years old,17.041216666666667,reveal,reveal,zoe,0.81,block1,Yes,NA,English,43,12
C,283687,high_prior,296,17,projective,Olivia works the third shift,17.041216666666667,suggest,suggest,olivia,0,block1,Yes,NA,English,43,13
C,11594,high_prior,296,18,projective,Mia is a college student,17.041216666666667,demonstrate,demonstrate,mia,0.5,block1,Yes,NA,English,43,14
C,12690,low_prior,296,19,projective,Isabella is a vegetarian,17.041216666666667,know,know,isabella,1,block1,Yes,NA,English,43,15
MC,7807,NA,296,20,projective,Many children like ice cream,17.041216666666667,MC,MC,kids,0,block1,Yes,NA,English,43,16
C,5997,low_prior,296,21,projective,Emily never has any money,17.041216666666667,see,see,emily,1,block1,Yes,NA,English,43,17
C,8124,high_prior,296,22,projective,Julian is Cuban,17.041216666666667,admit,admit,julian,1,block1,Yes,NA,English,43,18
C,14949,high_prior,296,23,projective,Mary is taking a prenatal yoga class,17.041216666666667,pretend,pretend,mary,0.85,block1,Yes,NA,English,43,19
MC,8342,NA,296,24,projective,Hats are worn on the head,17.041216666666667,MC,MC,hat,0,block1,Yes,NA,English,43,20
C,10690,low_prior,296,25,projective,Sophia is a high end fashion model,17.041216666666667,confess,confess,sophia,0.77,block1,Yes,NA,English,43,21
MC,8003,NA,296,26,projective,Muffins are sold at the bakery,17.041216666666667,MC,MC,muffins,0,block1,Yes,NA,English,43,22
MC,4813,NA,296,27,projective,Ballet is a type of dance,17.041216666666667,MC,MC,ballet,0,block1,Yes,NA,English,43,23
C,19423,low_prior,296,28,projective,Owen lives in New Orleans,17.041216666666667,be_right,be_right,owen,0.73,block1,Yes,NA,English,43,24
C,6778,high_prior,296,29,projective,Charley lives in Mexico,17.041216666666667,be_annoyed,be_annoyed,charley,1,block1,Yes,NA,English,43,25
C,11618,low_prior,296,30,projective,Jayden doesn't have a driver's license,17.041216666666667,hear,hear,jayden,1,block1,Yes,NA,English,43,26
C,18696,high_prior,296,32,ai,Jackson is training for a marathon,17.041216666666667,say,say,jackson,0,block2,Yes,NA,English,43,27
C,15054,high_prior,296,33,ai,Josie loves France,17.041216666666667,announce,announce,josie,0.62,block2,Yes,NA,English,43,28
C,7647,high_prior,296,34,ai,Charley lives in Mexico,17.041216666666667,be_annoyed,be_annoyed,charley,1,block2,Yes,NA,English,43,29
C,5853,low_prior,296,35,ai,Grace hates her sister,17.041216666666667,confirm,confirm,grace,0,block2,Yes,NA,English,43,30
C,5626,low_prior,296,36,ai,Frank is allergic to cats,17.041216666666667,discover,discover,frank,1,block2,Yes,NA,English,43,31
C,11072,low_prior,296,37,ai,Jayden doesn't have a driver's license,17.041216666666667,hear,hear,jayden,0.63,block2,Yes,NA,English,43,32
C,8719,high_prior,296,38,ai,Jon lives 2 blocks away from work,17.041216666666667,prove,prove,jon,0.32999999999999996,block2,Yes,NA,English,43,33
C,14813,low_prior,296,39,ai,Josh is a 75-year old man,17.041216666666667,acknowledge,acknowledge,josh,0.84,block2,Yes,NA,English,43,34
C,8838,high_prior,296,40,ai,Mia is a college student,17.041216666666667,demonstrate,demonstrate,mia,0.12,block2,Yes,NA,English,43,35
C,8625,high_prior,296,41,ai,Emma is in law school,17.041216666666667,think,think,emma,0,block2,Yes,NA,English,43,36
C,12777,low_prior,296,42,ai,Emily never has any money,17.041216666666667,see,see,emily,1,block2,Yes,NA,English,43,37
MC,4228,NA,296,43,ai,Ballet is a type of dance,17.041216666666667,MC,MC,ballet,0,block2,Yes,NA,English,43,38
MC,5478,NA,296,44,ai,Hats are worn on the head,17.041216666666667,MC,MC,hat,0,block2,Yes,NA,English,43,39
C,6578,high_prior,296,45,ai,Julian is Cuban,17.041216666666667,admit,admit,julian,0.99,block2,Yes,NA,English,43,40
C,6163,low_prior,296,46,ai,Zoe is 5 years old,17.041216666666667,reveal,reveal,zoe,0.52,block2,Yes,NA,English,43,41
C,5792,low_prior,296,47,ai,Isabella is a vegetarian,17.041216666666667,know,know,isabella,1,block2,Yes,NA,English,43,42
MC,4921,NA,296,48,ai,Many children like ice cream,17.041216666666667,MC,MC,kids,0,block2,Yes,NA,English,43,43
C,7819,high_prior,296,49,ai,Tony really likes to party with his friends,17.041216666666667,establish,establish,tony,0,block2,Yes,NA,English,43,44
C,9686,low_prior,296,50,ai,Sophia is a high end fashion model,17.041216666666667,confess,confess,sophia,0.17000000000000004,block2,Yes,NA,English,43,45
C,7285,high_prior,296,51,ai,Olivia works the third shift,17.041216666666667,suggest,suggest,olivia,0.06000000000000005,block2,Yes,NA,English,43,46
C,8140,low_prior,296,52,ai,Danny is a diabetic,17.041216666666667,inform,inform,danny,0.95,block2,Yes,NA,English,43,47
C,8590,high_prior,296,53,ai,Mary is taking a prenatal yoga class,17.041216666666667,pretend,pretend,mary,0.77,block2,Yes,NA,English,43,48
MC,5140,NA,296,54,ai,Muffins are sold at the bakery,17.041216666666667,MC,MC,muffins,0,block2,Yes,NA,English,43,49
C,5365,low_prior,296,55,ai,Owen lives in New Orleans,17.041216666666667,be_right,be_right,owen,0,block2,Yes,NA,English,43,50
MC,4511,NA,296,56,ai,Pizza is sold at the pizzeria,17.041216666666667,MC,MC,pizza,0,block2,Yes,NA,English,43,51
MC,5109,NA,296,57,ai,Garages are used to store cars and other things,17.041216666666667,MC,MC,garage,0,block2,Yes,NA,English,43,52
C,8071,high_prior,297,5,projective,Jon lives 2 blocks away from work,5.8059666666666665,be_right,be_right,jon,0.8,block1,Yes,NA,English,36,1
C,5992,low_prior,297,6,projective,Danny is a diabetic,5.8059666666666665,say,say,danny,0.16,block1,Yes,NA,English,36,2
C,5511,high_prior,297,7,projective,Jackson is training for a marathon,5.8059666666666665,reveal,reveal,jackson,0.92,block1,Yes,NA,English,36,3
C,6160,high_prior,297,8,projective,Emily has been saving for a year,5.8059666666666665,hear,hear,emily,0.79,block1,Yes,NA,English,36,4
C,4745,low_prior,297,9,projective,Mia is a nun,5.8059666666666665,admit,admit,mia,0.67,block1,Yes,NA,English,36,5
C,5303,low_prior,297,10,projective,Sophia is a high end fashion model,5.8059666666666665,demonstrate,demonstrate,sophia,0.55,block1,Yes,NA,English,36,6
C,3704,low_prior,297,11,projective,Grace hates her sister,5.8059666666666665,confirm,confirm,grace,0.61,block1,Yes,NA,English,36,7
C,6007,low_prior,297,12,projective,Julian is German,5.8059666666666665,see,see,julian,0.85,block1,Yes,NA,English,36,8
MC,5368,NA,297,13,projective,Ballet is a type of dance,5.8059666666666665,MC,MC,ballet,0.02,block1,Yes,NA,English,36,9
C,7648,low_prior,297,14,projective,Zoe is 5 years old,5.8059666666666665,know,know,zoe,0.67,block1,Yes,NA,English,36,10
C,7688,high_prior,297,15,projective,Jayden's car is in the shop,5.8059666666666665,confess,confess,jayden,0.73,block1,Yes,NA,English,36,11
C,4857,low_prior,297,16,projective,Charley lives in Korea,5.8059666666666665,discover,discover,charley,0.9,block1,Yes,NA,English,36,12
C,5472,high_prior,297,17,projective,Emma is in law school,5.8059666666666665,suggest,suggest,emma,0.39,block1,Yes,NA,English,36,13
MC,3743,NA,297,18,projective,Pizza is sold at the pizzeria,5.8059666666666665,MC,MC,pizza,0.06,block1,Yes,NA,English,36,14
MC,5863,NA,297,19,projective,Garages are used to store cars and other things,5.8059666666666665,MC,MC,garage,0.04,block1,Yes,NA,English,36,15
C,2440,low_prior,297,20,projective,Josie doesn't have a passport,5.8059666666666665,establish,establish,josie,0.62,block1,Yes,NA,English,36,16
C,6904,low_prior,297,21,projective,Josh is a 75-year old man,5.8059666666666665,think,think,josh,0.36,block1,Yes,NA,English,36,17
MC,6263,NA,297,22,projective,Many children like ice cream,5.8059666666666665,MC,MC,kids,0.18,block1,Yes,NA,English,36,18
C,7288,high_prior,297,23,projective,Isabella is from Argentina,5.8059666666666665,acknowledge,acknowledge,isabella,0.51,block1,Yes,NA,English,36,19
C,3920,high_prior,297,24,projective,Owen lives in Chicago,5.8059666666666665,announce,announce,owen,0.39,block1,Yes,NA,English,36,20
C,4536,high_prior,297,25,projective,Tony really likes to party with his friends,5.8059666666666665,be_annoyed,be_annoyed,tony,1,block1,Yes,NA,English,36,21
MC,6032,NA,297,26,projective,Muffins are sold at the bakery,5.8059666666666665,MC,MC,muffins,0,block1,Yes,NA,English,36,22
MC,9335,NA,297,27,projective,Hats are worn on the head,5.8059666666666665,MC,MC,hat,0.06,block1,Yes,NA,English,36,23
C,7592,low_prior,297,28,projective,Olivia has two small children,5.8059666666666665,pretend,pretend,olivia,0.1,block1,Yes,NA,English,36,24
C,4312,high_prior,297,29,projective,Frank has always wanted a pet,5.8059666666666665,inform,inform,frank,0.65,block1,Yes,NA,English,36,25
